Player,Nation,Pos,Squad,Comp,CrdY/90,CrdR/90,G/90,A/90,PKatt,xA/90,(G-xG)/90,Sh/90,PassAtt/90,Prog/90,Cmp%,ShortAtt/90,LongAtt/90,(A-xA)/90,(1/3)/90,PPA/90,CrsPA/90,DeadAtt/90,(PassAtt:FK)/90,(PassAtt:CK)/90,(PassAtt:TI)/90,TB/90,UndPress/90,Sw/90,Crs/90,GroundAtt%,LowAtt%,HighAtt%,LeftAtt%,RightAtt%,HeadAtt%,OtherAtt%,Off%,Out%,OppInt%,OppBlk%,(SCA:Drib)/90,(SCA:Sh)/90,(SCA:Fld)/90,(SCA:Def)/90,GCA/90,(GCA:Dead)/90,(GCA:Drib)/90,(GCA:Sh)/90,(GCA:Fld)/90,(GCA:Def)/90,Tkl/90,(Tkl:Def)/90,(Tkl:Mid)/90,(Tkl:Att)/90,DriTkl/90,DriTklW/90,Press/90,SuccPress/90,(Press:Def)/90,(Press:Att)/90,Blk/90,Blk:Sh/90,Blk:ShoT/90,Int/90,Clr/90,TchDef:Pen%,Tch:Mid%,Tch:Att%,Tch:Live%,Dri/90,DriW%,CarrAvgDist,PCarrDist%,PCarries/90,(1/3 Carr)/90,CPA/90,Mis/90,Dis/90,Targ/90,Rec%,Rec:Prog%,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18
Gaëtan Laborde,FRA,"FW,MF",Montpellier,Ligue 1,0.08,0.0,0.44,0.22,0,0.13,0.12,2.79,25.33,2.04,66.8,12.18,1.99,0.09,1.13,0.69,0.11,0.5,0.06,0.0,0.19,0.08,7.4,0.44,1.49,56.2,20.0,23.9,47.3,29.4,8.9,2.7,0.4,2.1,3.1,5.3,0.19,0.25,0.11,0.06,0.47,0.0,0.06,0.08,0.03,0.0,1.46,0.66,0.47,0.33,2.18,0.58,14.31,3.37,2.93,5.11,1.16,0.08,0.0,0.44,0.77,32.4,44.3,44.6,92.3,1.71,54.8,5.57,66.3,4.2,1.57,0.75,2.76,1.46,42.76,62.4,25.7,5.958454024989203,-2.590749561413393,0.9875229024880766,0.409127704475817,-0.016372337186709284,0.6168937888765658,1.674817725120368,1.6556137808556517,-1.039994640952938,-0.9108608528070903,-0.2008266989736135,-2.26157235782028,-0.3326468207979147,1.161973786404369,-0.5947199107517604,-0.6995299058411457,1.0899999104074685,-0.7977351109609488
Alexandre Lacazette,FRA,FW,Arsenal,Premier League,0.14,0.0,0.61,0.09,3,0.13,0.15,2.01,24.49,2.15,78.2,13.22,2.06,-0.03,1.12,0.98,0.0,1.78,0.09,0.0,0.0,0.19,5.56,0.28,0.19,72.9,15.8,11.3,10.3,80.3,4.4,0.6,1.0,2.1,1.7,3.6,0.14,0.09,0.42,0.19,0.23,0.0,0.0,0.05,0.05,0.0,1.17,0.28,0.56,0.33,0.75,0.19,15.37,5.0,1.87,7.2,0.79,0.09,0.0,0.65,0.61,29.1,44.4,44.1,91.0,1.54,60.6,3.34,40.2,1.73,0.47,0.28,1.54,1.5,42.71,58.6,28.9,4.8848207408716044,-3.745170811637868,-2.0077968327765854,1.461373801754207,1.1035897490193882,-0.6641755100497451,-0.21097244101679008,1.4380141891644371,-0.4539363433506264,2.841469746534523,-0.647913298622852,0.8506402436433456,-0.8923641173964253,-1.2146723812148739,-0.6281601455791024,1.661954342116775,-0.9092188515044418,-0.9065698489995153
Maxence Lacroix,FRA,DF,Wolfsburg,Bundesliga,0.17,0.0,0.03,0.03,0,0.01,-0.02,0.59,60.28,3.82,84.1,8.99,18.85,0.02,3.54,0.17,0.0,1.35,1.35,0.0,0.0,0.0,6.22,1.84,0.24,75.5,6.9,17.7,14.3,78.5,5.1,0.5,0.2,1.9,1.0,1.4,0.0,0.14,0.0,0.03,0.14,0.0,0.0,0.07,0.0,0.0,2.19,1.67,0.52,0.0,1.63,0.69,11.63,4.2,6.77,0.17,2.19,0.83,0.03,2.64,6.04,52.1,45.1,2.1,91.8,0.52,73.3,5.63,55.0,2.78,0.28,0.1,0.28,0.38,47.95,98.3,0.4,-6.036186045978068,-1.6794786156796444,-1.3835278724841078,-0.897417757671441,0.32737667950821947,2.500692493517059,0.17596670597895184,1.5027731490726355,-1.2722328158008256,-0.874677758719261,-0.8819456156673817,-0.7734697506678978,2.0868715676702445,0.7157589465835903,0.19489981273712725,-0.27993917305435756,0.6650183152531949,-0.43921807385161615
Víctor Laguardia,ESP,DF,Alavés,La Liga,0.17,0.03,0.0,0.03,0,0.03,-0.04,0.27,35.86,1.88,77.7,6.4,13.84,0.0,1.99,0.17,0.0,2.43,2.33,0.0,0.1,0.07,3.84,1.95,0.1,56.0,10.1,33.9,6.8,81.7,8.3,0.2,0.6,2.4,1.1,1.1,0.0,0.03,0.0,0.03,0.07,0.0,0.0,0.0,0.0,0.0,0.75,0.58,0.14,0.03,1.2,0.41,6.44,2.53,3.9,0.21,1.61,0.55,0.03,0.89,6.27,54.5,39.4,2.4,90.5,0.0,0.0,4.87,58.9,0.99,0.03,0.0,0.1,0.1,26.1,96.6,0.1,-4.383116706497957,-5.065644798329918,1.7464927452684755,-2.912517013998395,2.2201517624051093,1.6963439968255964,-1.173498767123459,-0.21628181636113553,-0.7136565419616167,-0.5433899600501446,0.11318708190934966,0.222921527565132,0.47167684827058637,-1.4587548856475383,-1.8104205983153892,0.3171923928984053,0.5130093697315731,0.9613934132123015
Stefan Lainer,AUT,DF,M'Gladbach,Bundesliga,0.06,0.0,0.07,0.07,0,0.08,-0.01,0.78,55.39,4.81,75.6,21.85,8.6,-0.01,3.15,1.07,0.52,9.68,0.84,0.03,8.8,0.06,6.56,0.91,2.69,56.2,21.9,22.0,17.9,61.8,3.2,0.2,0.6,1.6,2.6,4.0,0.06,0.03,0.13,0.1,0.2,0.03,0.0,0.0,0.06,0.0,1.95,0.88,0.71,0.36,2.27,0.88,14.29,4.42,5.03,3.02,2.5,0.29,0.0,1.3,2.86,9.4,44.6,28.4,81.1,1.17,52.8,4.78,61.5,5.71,1.88,0.36,0.94,1.1,45.71,90.1,7.5,-0.2983662041732154,2.8456290588739055,3.605307118528496,0.11972507072305778,-1.1090724414989894,-1.2309025789979866,-1.0051607329454284,0.7339658856240064,-0.8258098078109617,-0.1432760970938253,-0.572310670751018,0.7881892835184386,0.006798256339584586,-0.6791060596396662,0.19358597084714324,1.1182146963311879,0.3243430592014449,-1.1727397706664555
Diego Lainez,MEX,FW,Betis,La Liga,0.52,0.0,0.0,0.21,0,0.09,-0.09,1.46,37.5,3.23,78.9,20.42,3.23,0.11,1.56,1.15,0.42,0.73,0.31,0.31,0.1,0.1,7.29,1.04,1.98,75.8,11.4,12.8,78.9,14.4,3.9,0.8,0.6,1.4,2.5,5.6,0.31,0.0,0.1,0.0,0.63,0.1,0.1,0.0,0.1,0.0,1.35,0.62,0.42,0.31,1.56,0.52,14.58,3.75,4.17,3.54,1.77,0.0,0.0,1.67,0.62,19.4,38.0,50.1,89.9,4.58,61.4,6.38,62.3,8.12,2.71,1.56,2.29,3.02,49.06,79.8,13.3,4.509004164267635,2.2181110434967444,-0.21985838607922414,-1.081583755170585,-2.6592987259149887,2.4690566329590378,1.7342164864730922,-0.9575108808689609,1.097289508368004,-2.837190468957282,3.1352034709454606,-0.6835365995995379,-0.9886979281265545,-1.1161941544946603,0.41594720878322716,-0.5775400267769978,-0.250737542379061,-0.6588064620969131
Kenny Lala,FRA,DF,Strasbourg,Ligue 1,0.05,0.0,0.15,0.1,3,0.2,0.02,0.39,55.25,4.17,73.8,16.72,16.72,-0.1,3.14,1.27,0.64,13.43,2.11,1.42,9.9,0.2,6.23,2.7,3.04,46.9,19.3,33.8,11.8,66.1,2.1,0.6,0.1,2.4,2.0,3.6,0.1,0.0,0.0,0.0,0.25,0.05,0.0,0.0,0.0,0.0,1.18,0.69,0.39,0.1,1.03,0.39,10.34,3.24,3.87,1.76,1.32,0.39,0.1,0.64,1.91,4.4,45.0,28.8,74.2,1.67,58.8,5.57,57.9,5.44,2.16,0.15,1.27,1.67,42.75,88.3,5.2,-0.25258743443083786,2.732287064243049,4.469891847869306,-4.545731518107456,1.8134454427076414,-0.9431845378747508,-1.9695334868179084,-0.893310097757369,-1.2248802325456458,1.5356223988087132,-1.5211280444814763,0.10148782391921968,0.897322188350772,-1.6059829354455295,1.3130788603563741,0.41125154288801696,2.5684016398502503,2.4492394221833043
Adam Lallana,ENG,"MF,FW",Brighton,Premier League,0.0,0.0,0.06,0.06,0,0.16,-0.08,1.24,52.88,4.69,84.7,25.99,4.69,-0.1,3.28,1.58,0.17,1.36,0.62,0.17,0.28,0.23,8.59,0.68,0.96,75.5,13.9,10.6,30.8,63.4,3.4,0.9,0.4,1.0,2.0,1.7,0.0,0.06,0.11,0.06,0.23,0.0,0.0,0.06,0.0,0.0,1.81,0.85,0.68,0.28,2.71,0.56,19.15,6.38,6.33,4.18,1.47,0.17,0.0,0.9,0.79,18.3,47.2,32.4,92.2,1.36,62.5,4.55,53.9,4.58,1.19,0.68,1.02,0.96,54.46,84.2,12.2,0.4915126077552631,1.6716265100045768,-2.2175726800099644,1.9368334315794715,-0.8015901368683349,-1.4575338717770259,0.20619717455653558,-0.44839072624748333,0.4138152321598205,-0.10923453750471206,-1.3130290254152377,-0.028262687882476933,2.389223940889255,-0.6810737684883292,-0.5969289774446526,1.318857245915622,-1.014509442666735,0.04710608145035638
Tariq Lamptey,ENG,DF,Brighton,Premier League,0.41,0.1,0.1,0.1,0,0.11,0.04,0.61,51.02,2.76,78.0,23.88,5.71,-0.01,1.22,1.22,0.71,9.8,0.51,0.0,9.29,0.0,6.12,1.33,3.06,59.0,21.4,19.6,20.4,57.0,3.2,0.2,0.0,1.8,1.8,3.2,0.1,0.0,0.41,0.0,0.41,0.0,0.0,0.0,0.2,0.0,1.73,0.92,0.61,0.2,1.43,0.71,12.65,4.18,5.0,2.24,1.53,0.1,0.0,1.33,1.73,13.3,39.9,35.8,78.2,3.47,50.0,6.17,65.4,8.67,3.16,1.33,1.63,1.53,47.55,82.4,9.6,1.996186208892282,2.947987635778366,3.2621782892830815,-1.5995366260270922,-3.7033031491710644,0.1650143496531173,-1.6641674934624149,-0.3375269775394345,-2.7863860771778417,-0.1046389586966223,4.438405785065656,3.1444229579281346,-1.3937048164144439,-0.9715400569109177,-0.48388261401497584,-1.581171708428124,0.7790505828110017,-2.2393843236517155
Loïck Landre,FRA,DF,Nîmes,Ligue 1,0.11,0.06,0.06,0.0,0,0.0,-0.02,0.5,43.2,1.88,88.9,10.44,10.44,0.0,1.82,0.0,0.0,2.21,1.77,0.0,0.22,0.0,3.37,1.93,0.0,80.2,6.5,13.3,10.6,84.3,2.6,0.5,0.4,1.7,1.3,0.4,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.94,0.61,0.33,0.0,1.27,0.61,6.52,2.32,4.48,0.0,2.04,1.1,0.0,1.33,4.64,86.7,40.8,1.5,89.9,0.17,100.0,5.91,62.1,1.55,0.0,0.06,0.06,0.17,35.41,97.8,0.5,-5.734533006471036,-4.45273376487612,-1.7493257411564438,-3.331206633945797,-0.9701062838424079,2.4924770714588615,-0.6535301894647796,0.40395815558455095,-0.16329371740657117,0.13502388039441618,0.46857198808355793,0.8501329252514271,0.5823831854113337,-0.6966390017636206,-0.8497192112434099,-0.4057920004058512,-1.201158537514459,-1.0092858511388028
Gianluca Lapadula,PER,FW,Benevento,Serie A,0.07,0.0,0.28,0.07,1,0.14,-0.08,2.63,17.02,1.3,70.9,9.33,0.77,-0.07,0.39,0.49,0.04,1.86,0.0,0.0,0.04,0.14,4.84,0.14,0.6,65.2,19.0,15.9,60.0,21.0,9.5,3.3,0.0,1.4,2.9,5.6,0.07,0.25,0.35,0.11,0.32,0.0,0.0,0.04,0.11,0.0,0.98,0.07,0.49,0.42,0.84,0.21,12.63,2.91,0.95,5.89,0.63,0.21,0.0,0.25,0.42,41.0,42.6,50.8,87.7,0.63,72.2,5.1,57.2,2.77,0.95,0.88,2.53,1.58,43.23,45.9,40.2,6.516045714648603,-5.3496158161507426,-0.057717505494503135,0.10920916332336127,-0.6148742349734864,-1.1043168886016075,1.8397816888970369,-0.5528026712909766,-0.8677239202295779,-0.6079974889482137,-0.3428129998259379,2.4698074756097648,1.2622859526715042,0.3238369476770322,0.8104502424298199,0.25805388438822935,0.18697095190741253,-1.950398568628672
Aymeric Laporte,ESP,DF,Manchester City,Premier League,0.07,0.0,0.0,0.0,0,0.05,-0.05,0.4,84.63,4.83,92.0,24.97,15.03,-0.05,7.25,0.34,0.0,2.15,1.61,0.0,0.54,0.0,6.38,1.74,0.0,87.0,5.1,7.9,74.6,19.9,2.4,0.5,0.1,1.2,0.8,0.9,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.87,0.67,0.2,0.0,0.6,0.2,5.44,1.61,3.22,0.4,1.21,0.54,0.0,0.54,3.56,13.0,59.7,4.6,89.9,0.2,100.0,6.07,66.4,9.4,1.41,0.0,0.2,0.13,74.43,98.6,0.2,-4.930716304219474,1.1244950965708729,-4.551168126444714,-4.660534133877034,-1.460235735561578,-2.875885147104897,1.8922969432904944,-2.4188656876653933,-0.47696189811560713,-1.2737227209177828,-0.35783723102100534,-0.15067422872452158,-0.8278179287590016,0.9362266454665447,0.6172477182458559,0.6828828570373086,0.6638128394400167,-0.9570331319957924
Julien Laporte,FRA,DF,Lorient,Ligue 1,0.27,0.03,0.0,0.0,0,0.01,-0.01,0.27,48.2,2.31,86.6,9.08,14.92,-0.01,2.54,0.2,0.0,1.32,1.29,0.0,0.03,0.03,4.0,1.63,0.0,72.9,6.3,20.7,15.1,76.2,5.9,0.4,0.3,2.2,0.8,0.4,0.0,0.03,0.03,0.0,0.07,0.0,0.0,0.0,0.03,0.0,2.34,1.63,0.64,0.07,2.47,1.19,10.68,3.86,7.39,0.2,1.49,0.88,0.0,1.63,7.56,46.7,42.2,1.6,92.7,0.17,80.0,5.6,54.9,2.31,0.17,0.0,0.17,0.17,38.07,98.3,0.1,-6.598762754186347,-2.540171498024437,-0.4985219850614766,-0.0933058238003024,0.03436491336029381,2.931162986060218,-0.013313137826000106,0.6224781928195608,-0.8970310363048294,-0.05835762603279553,0.5818833210148681,0.028168411859103123,0.8501742049545786,-0.4116914024986887,0.014569065511005485,-0.7161388809609645,-1.1640422771138017,-1.513751117581878
Danilo Larangeira,BRA,DF,Bologna,Serie A,0.23,0.0,0.0,0.03,0,0.03,-0.02,0.4,49.68,3.05,81.2,9.2,15.86,-0.0,2.64,0.14,0.0,3.16,2.99,0.0,0.14,0.09,4.8,1.75,0.09,60.4,10.2,29.4,6.3,84.7,5.6,0.3,0.7,1.3,1.2,1.0,0.0,0.06,0.03,0.0,0.06,0.0,0.0,0.0,0.0,0.0,1.26,0.83,0.43,0.0,0.83,0.26,9.45,3.07,5.63,0.2,2.36,1.03,0.03,1.21,5.14,51.2,45.2,2.0,90.1,0.09,66.7,5.78,57.6,1.49,0.17,0.0,0.03,0.06,37.01,98.1,0.4,-5.610738051828851,-3.2631819740683206,0.08427232528132372,-2.667806487688473,1.821239489120201,1.8102590426105731,-0.8659062150131539,0.09229012982434524,-0.7155281520521457,-0.46671339985003607,-0.34167427213989005,-0.3844152792925295,0.7857412670520862,-1.2327594568263718,-0.22426656635180367,1.0470487494246523,0.2700044414079215,-0.2573869553504391
Kevin Lasagna,ITA,FW,Udinese,Serie A,0.08,0.0,0.16,0.08,0,0.05,-0.43,3.51,17.48,1.22,70.7,9.43,1.38,0.03,0.73,0.57,0.08,1.46,0.08,0.0,0.24,0.0,4.63,0.73,0.81,63.7,24.7,11.6,62.8,20.0,5.1,4.7,0.0,2.3,2.3,8.8,0.08,0.33,0.16,0.08,0.24,0.0,0.08,0.0,0.0,0.08,0.49,0.08,0.24,0.16,0.89,0.08,14.88,3.33,1.87,6.91,0.81,0.08,0.0,0.57,0.57,37.9,37.4,55.0,91.1,1.3,43.8,5.19,38.9,2.28,0.57,0.73,2.28,1.14,39.59,49.3,40.0,6.459239433753066,-6.003086391103518,0.7313645533178241,0.5030887830568382,-0.05377920475293388,-1.067825156601936,1.7348063402066862,-0.8506764634036347,1.4565915679967159,-3.9556111506091054,-2.005633439390085,3.647864614612836,1.5005470589982475,1.661543439620037,0.6895680281040882,-0.22336425264700135,-0.6045460788051381,1.8173375207915292
Kevin Lasagna,ITA,FW,Hellas Verona,Serie A,0.0,0.0,0.14,0.0,0,0.08,-0.1,2.13,18.51,0.78,74.3,10.57,1.63,-0.08,0.78,0.35,0.0,2.06,0.0,0.0,0.07,0.0,6.24,0.5,0.57,57.1,25.7,17.2,68.2,15.7,3.8,5.4,0.0,1.5,3.1,3.8,0.14,0.07,0.28,0.14,0.21,0.0,0.07,0.0,0.07,0.0,0.43,0.0,0.28,0.14,0.35,0.14,13.69,3.48,0.71,8.79,0.78,0.07,0.0,0.28,0.71,30.5,46.3,47.4,87.0,1.35,36.8,5.48,54.4,2.77,1.13,0.71,3.48,2.27,54.26,41.4,39.7,6.6089753506719235,-5.309032292848965,0.18227119907374623,0.07405430080188895,-1.1816766781018777,-2.5812332500125836,1.635661872106118,-2.1439389905012844,0.00973827001684241,-0.5904799834275034,-0.5183281774021324,2.3321202711718922,0.2068469804246074,0.13797235928876786,1.584716287344098,-0.9201086051240335,1.650385792936066,-0.3586893278862535
Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,0.22,0.0,0.11,0.0,0,0.0,0.06,0.83,33.09,1.77,81.3,8.07,7.79,0.0,1.66,0.28,0.0,0.88,0.88,0.0,0.0,0.06,4.2,0.55,0.06,66.6,9.0,24.4,15.2,73.1,7.5,0.3,0.2,0.8,2.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.61,0.33,0.11,0.33,0.22,8.18,2.93,4.92,0.39,2.15,0.99,0.11,0.83,5.97,47.2,29.8,4.4,95.6,0.17,66.7,4.37,38.9,0.77,0.0,0.0,0.11,0.06,26.19,95.8,0.7,-4.600039755650732,-6.244365572827165,0.001662190306908764,-1.9033263867801409,0.2968307678624031,1.2087700764387523,-0.10160901318602292,1.4880620910578746,0.21276873283509656,0.15215929067013392,-1.4518228963252895,-0.30756078793792163,1.3220101193152287,-3.797954522959023,-0.28971771370011845,-0.03791661284336566,1.4334969018298225,2.260816080408652
Paul Lasne,FRA,MF,Brest,Ligue 1,0.21,0.05,0.0,0.0,0,0.03,-0.03,0.27,56.84,2.3,86.2,18.02,10.37,-0.03,3.37,0.27,0.0,1.02,0.91,0.05,0.0,0.0,5.83,1.34,0.21,78.4,10.4,11.2,41.2,53.0,3.8,0.5,0.2,1.6,2.1,1.1,0.0,0.0,0.05,0.05,0.11,0.0,0.0,0.0,0.0,0.0,2.94,1.82,1.02,0.11,1.93,0.64,22.78,5.99,11.55,2.14,1.76,0.37,0.0,1.82,1.34,9.2,54.4,9.3,94.2,0.21,75.0,4.63,44.9,2.89,0.7,0.21,0.7,0.37,48.02,96.1,1.7,-4.734311420975707,0.144341945182986,-1.5211179691341683,3.642514368554691,-0.4497016033724798,0.38692353024539256,0.970614930133901,-0.318280652755663,0.8426093003129526,0.8008038089334661,1.0841071172368932,0.4766824360368795,0.2739763151728596,0.07749540987212229,-0.5769591364813904,-0.2774417775487354,-0.6393362908670996,0.3115543494178994
Danny Latza,GER,MF,Mainz 05,Bundesliga,0.4,0.0,0.0,0.1,0,0.11,-0.1,1.05,37.6,3.35,70.6,13.1,6.95,-0.01,1.95,0.35,0.1,2.75,1.4,1.0,0.2,0.1,7.55,1.05,0.8,59.0,16.9,24.1,15.0,75.1,6.0,0.5,0.5,2.5,2.9,4.0,0.05,0.05,0.1,0.0,0.15,0.0,0.0,0.0,0.05,0.0,2.35,0.9,0.95,0.5,3.65,1.05,23.8,7.25,7.5,4.3,2.55,0.35,0.0,1.35,1.4,11.4,49.5,26.4,90.4,1.15,69.6,4.42,43.1,2.4,0.7,0.1,1.15,1.35,34.15,77.3,8.5,-0.7250955945468305,0.12053607814138957,1.7549653116153057,5.179250637306019,1.9936554430299007,1.1566111758115876,-0.44142402710755335,-0.45987580640130177,0.6081220759536672,-0.37770906612620014,0.9067086097653873,-0.19970212722504588,1.2183866867586661,-1.144137475162462,0.460936389032978,0.040851613667483036,-0.7499234388500877,-0.7565213473049551
Armand Lauriente,FRA,"FW,MF",Lorient,Ligue 1,0.22,0.0,0.17,0.28,0,0.29,-0.01,3.27,31.78,1.89,75.9,16.0,5.33,-0.01,1.72,1.0,0.28,3.22,0.33,2.56,0.17,0.06,6.0,1.28,2.33,71.3,11.2,17.5,10.7,85.0,2.3,0.5,0.0,2.8,2.6,3.5,0.78,0.28,0.33,0.06,0.61,0.06,0.11,0.06,0.0,0.0,1.39,0.5,0.89,0.0,1.17,0.33,14.78,4.28,2.83,4.56,0.94,0.0,0.0,0.78,0.28,15.3,42.1,47.6,82.6,4.56,65.9,6.24,64.6,7.33,2.89,1.5,2.67,3.39,47.94,70.3,20.4,7.2940693574104305,2.003832650453147,-0.9014009786198919,-2.0839448483689256,-1.53076092160671,3.9081508725802983,-1.1793349362938728,-1.3418932060938955,0.19526856111019558,-0.1420793566501413,0.6857456843970793,-0.759139082117937,0.23000728841805698,1.8845530365525147,2.1588616676704477,-2.0197821165021947,-0.31701546200128083,1.915797975947641
Vincent Laurini,FRA,DF,Parma,Serie A,0.1,0.0,0.0,0.0,0,0.01,0.0,0.1,52.27,4.54,78.9,20.21,9.28,-0.01,3.92,1.13,0.52,9.07,1.34,0.1,7.63,0.0,5.26,0.82,2.16,56.8,17.8,25.4,8.1,72.2,4.3,0.0,0.4,1.4,2.4,1.8,0.0,0.0,0.1,0.1,0.21,0.0,0.0,0.0,0.0,0.0,1.86,1.34,0.31,0.21,1.03,0.82,13.09,3.3,7.22,1.44,1.75,0.41,0.0,1.55,2.06,0.9,49.4,17.2,79.6,0.31,33.3,5.72,65.8,4.64,1.24,0.0,0.52,0.31,37.94,94.3,1.4,-2.9868274216892403,1.6173781594418357,3.5258779397465503,-0.9026847194306707,-1.2019151377177464,-1.1870932667388283,-1.5704274354507581,0.11825800616588726,-0.6327305813217347,0.21704556248162224,-0.6611885786068338,0.45472133530322584,-0.962568565249274,0.6748650152933786,-0.4913128547305258,1.4518803008709371,0.45032270535444835,0.01264037660239637
Wesley Lautoa,NCL,"MF,DF",Dijon,Ligue 1,0.22,0.0,0.0,0.0,0,0.01,-0.04,0.45,45.87,3.46,85.3,15.81,8.38,-0.01,2.46,0.45,0.0,1.12,0.95,0.0,0.17,0.11,5.53,1.68,0.11,72.8,11.4,15.7,73.4,18.3,5.5,0.6,0.1,2.6,1.9,1.7,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,2.23,1.12,1.01,0.11,2.4,0.61,17.32,5.31,7.32,0.84,1.28,0.45,0.0,1.62,2.91,12.3,54.7,6.2,93.6,0.56,80.0,4.5,53.5,1.23,0.17,0.0,0.56,0.84,38.6,94.5,1.5,-4.196412597131052,-1.0759611457813238,-0.6649050888630182,2.3977848182933825,0.4838184683455047,0.20877970985240255,2.6086134524167712,-0.8933566458070086,0.5761435632386394,-0.22442848329210743,-0.2973466772668125,-0.03388309742057454,-0.5267858425505295,0.40431067377605917,0.5463679894306691,0.16319090757172433,-0.9049088549017406,0.17582131784171803
Valentino Lazaro,AUT,"DF,FW",M'Gladbach,Bundesliga,0.22,0.0,0.15,0.0,0,0.08,0.0,1.16,41.96,2.32,76.2,19.49,5.8,-0.07,1.96,0.65,0.29,5.43,1.01,0.72,3.7,0.0,6.23,0.8,1.88,64.2,17.3,18.5,13.5,72.9,2.9,0.0,0.2,1.2,3.6,2.8,0.0,0.07,0.07,0.07,0.15,0.0,0.0,0.0,0.0,0.0,1.3,0.72,0.36,0.22,1.45,0.58,16.23,4.06,4.93,4.35,1.96,0.07,0.0,1.3,1.16,15.2,47.1,31.9,85.0,1.81,48.0,4.89,49.3,3.91,1.16,0.65,1.01,1.01,40.14,81.0,11.1,0.23030130712367936,-0.3723860413605456,1.4472629990681996,0.49974570411662556,-1.0895780394104848,-1.0618764259245241,-1.0882217807858947,-0.8025388981196216,0.7257617060192814,1.399999500576565,-0.7673592037534469,0.6492592131998832,0.004057087034611513,0.18756938761665695,-0.58936446616156,0.02455521626586871,-0.2438532025127774,0.3902100114939689
Darko Lazović,SRB,DF,Hellas Verona,Serie A,0.11,0.0,0.11,0.22,0,0.15,0.0,1.15,50.14,5.47,72.8,20.83,6.8,0.07,2.37,2.05,0.58,8.78,0.72,0.83,7.23,0.0,6.15,1.19,3.45,54.1,22.7,23.2,12.1,69.2,2.8,0.3,1.6,2.4,4.2,3.9,0.07,0.04,0.04,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.97,0.29,0.58,0.11,1.44,0.47,7.52,2.41,2.16,2.19,1.4,0.32,0.0,0.72,1.29,11.6,42.3,40.1,80.3,1.29,50.0,4.93,64.0,5.32,1.69,0.65,1.04,1.04,42.34,85.1,9.2,2.1155494935954886,1.7613350144054052,3.9956730300357126,-3.1728474418268653,0.3112020065544067,-1.585237807342928,-2.0339855488957093,0.19373935553519503,0.10614545670942178,-1.1521041334549669,0.18286150958029482,-1.7594282814978122,-1.0328870347043753,-1.045834680307582,-1.8936365968121849,2.7309051284969996,-0.5491949163894015,-0.45316821430272797
Manuel Lazzari,ITA,DF,Lazio,Serie A,0.07,0.03,0.07,0.17,0,0.13,-0.01,0.83,40.69,1.31,80.5,17.76,4.52,0.04,0.97,1.14,0.69,7.38,0.62,0.0,6.76,0.03,5.1,0.83,3.14,60.5,21.3,18.2,10.5,69.5,2.4,0.3,0.3,1.5,2.1,3.1,0.07,0.1,0.17,0.03,0.28,0.0,0.0,0.03,0.03,0.0,0.97,0.45,0.34,0.17,1.48,0.52,9.24,2.38,3.21,2.31,1.38,0.14,0.0,0.83,1.1,10.8,38.5,40.9,78.4,1.83,50.9,7.57,69.8,7.59,2.55,0.83,1.07,1.0,38.72,82.5,10.1,1.8957078635880582,0.9440433372226266,3.0638954625774595,-3.393238373933947,-3.4584816383424393,0.18487741866678262,-1.9921447356305346,-0.39747398776975457,0.1170239970095467,-0.7767983244190034,0.623040931030254,0.45307244179710526,-0.6802417771062121,1.357166192438971,-1.3485122714141475,0.8303658231853748,0.62612251606534,-0.5506049002742218
Jérémy Le Douaron,FRA,"FW,MF",Brest,Ligue 1,0.0,0.0,0.11,0.22,0,0.06,-0.08,1.43,21.65,0.88,70.1,11.87,1.43,0.16,0.66,0.55,0.11,0.66,0.11,0.0,0.22,0.0,6.37,0.11,1.21,62.4,17.3,20.3,60.9,18.3,6.6,1.5,0.5,0.5,2.5,5.1,0.0,0.11,0.33,0.0,0.44,0.0,0.0,0.0,0.11,0.0,1.65,0.88,0.55,0.22,2.09,0.66,19.23,4.51,6.26,4.73,1.76,0.11,0.0,0.66,1.43,17.9,38.4,45.8,92.9,2.42,40.9,4.33,50.0,2.75,0.99,0.44,3.3,3.3,36.15,66.6,35.2,4.41788060427058,-2.798960019831799,1.5220868428540353,2.422857628384704,-1.1896014146718223,0.3398180464414664,1.6394886020868666,1.1375271370209126,2.5101878044707866,-1.5447747277484731,2.3682512018670607,0.2878047282290294,0.8553443522621204,-1.3683247626402462,0.9815419411418401,1.1719934056615384,1.2974189616630796,-1.4740322619603812
