Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,CrdY/90,CrdR/90,G/90,A/90,(G+A)/90,PKatt,PK,(G-PK)/90,(G+A-PK)/90,xG/90,xA/90,(xG+xA)/90,npxG/90,(npxG+xA)/90,(G-xG)/90,(np:G-xG)/90,Sh/90,SoT/90,PassAtt/90,Prog/90,Cmp%,ShortAtt/90,MedAtt/90,LongAtt/90,(A-xA)/90,KP/90,(1/3)/90,PPA/90,CrsPA/90,LiveAtt/90,DeadAtt/90,(PassAtt:FK)/90,(PassAtt:CK)/90,(PassAtt:TI)/90,TB/90,UndPress/90,Sw/90,Crs/90,GroundAtt%,LowAtt%,HighAtt%,LeftAtt%,RightAtt%,HeadAtt%,OtherAtt%,Off%,Out%,OppInt%,OppBlk%,SCA/90,(SCA:Live)/90,(SCA:Dead)/90,(SCA:Drib)/90,(SCA:Sh)/90,(SCA:Fld)/90,(SCA:Def)/90,GCA/90,(GCA:Live)/90,(GCA:Dead)/90,(GCA:Drib)/90,(GCA:Sh)/90,(GCA:Fld)/90,(GCA:Def)/90,Tkl/90,TklW/90,(Tkl:Def)/90,(Tkl:Mid)/90,(Tkl:Att)/90,DriTkl/90,DriTklW/90,Press/90,SuccPress/90,(Press:Def)/90,(Press:Mid)/90,(Press:Att)/90,Blk/90,Blk:Sh/90,Blk:ShoT/90,Int/90,(Tkl+Int)/90,Clr/90,Tch/90,TchDef:Pen%,Tch:Def%,Tch:Mid%,Tch:Att%,TchAtt:Pen%,Tch:Live%,Dri/90,DriW%,Carries/90,CarrAvgDist,PCarrDist%,PCarries/90,(1/3 Carr)/90,CPA/90,Mis/90,Dis/90,Targ/90,Rec%,Rec:Prog%
Sergio Agüero,ARG,"FW,MF",Manchester City,Premier League,32,12,7,559,6.2,0.0,0.0,0.64,0.16,0.81,2,1,0.48,0.64,0.54,0.21,0.75,0.3,0.51,0.1,0.19,2.74,1.61,23.71,1.94,84.1,15.16,7.74,0.81,-0.05,0.97,1.77,0.97,0.16,25.81,1.61,0.0,0.0,0.16,0.0,4.68,0.16,0.32,84.7,10.6,4.7,8.2,88.2,1.2,1.2,0.0,0.0,2.4,4.7,2.58,2.1,0.0,0.32,0.0,0.0,0.16,0.48,0.32,0.0,0.16,0.0,0.0,0.0,0.48,0.0,0.0,0.16,0.32,1.77,0.32,14.35,4.03,1.29,5.0,8.06,0.81,0.16,0.0,0.65,1.13,0.16,42.26,35.0,3.8,41.6,54.6,35.0,89.3,2.42,60.0,26.94,4.22,46.3,3.55,1.13,0.32,1.77,2.1,45.97,67.7,26.9
Ruben Aguilar,FRA,"DF,FW",Monaco,Ligue 1,27,33,27,2225,24.7,0.24,0.0,0.04,0.12,0.16,0,0,0.04,0.16,0.05,0.19,0.23,0.05,0.23,-0.01,-0.01,0.32,0.12,62.02,3.81,82.4,27.61,25.75,8.66,-0.06,1.78,3.12,1.5,0.69,55.63,9.11,1.3,0.89,6.92,0.08,5.38,2.06,4.05,64.0,15.4,20.6,2.1,81.6,3.4,0.3,0.3,1.0,1.5,1.9,2.91,2.27,0.36,0.08,0.04,0.16,0.0,0.32,0.24,0.0,0.04,0.0,0.04,0.0,3.4,1.94,1.58,1.17,0.65,2.35,1.34,16.72,5.95,6.03,6.8,3.89,1.54,0.08,0.0,1.5,4.9,2.19,81.7,9.4,19.8,46.4,33.7,9.4,83.9,1.66,53.7,46.84,4.82,60.9,6.8,2.19,0.2,1.21,1.09,57.61,84.3,10.4
Naouirou Ahamada,FRA,MF,Stuttgart,Bundesliga,18,6,3,252,2.8,0.71,0.36,0.0,0.0,0.0,0,0,0.0,0.0,0.12,0.02,0.13,0.12,0.13,-0.11,-0.11,1.79,0.36,41.07,2.5,90.0,18.57,17.86,4.64,0.0,0.36,4.29,0.0,0.0,42.14,0.71,0.71,0.0,0.0,0.0,10.71,0.36,0.36,86.7,5.8,7.5,10.0,85.8,3.3,0.0,0.0,0.0,0.8,3.3,0.71,0.36,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.36,0.36,0.36,0.0,1.07,0.71,14.64,4.29,5.36,8.93,0.36,1.79,0.0,0.0,1.43,2.14,0.36,63.57,12.1,21.9,59.6,18.5,12.1,89.9,4.64,69.2,45.71,6.27,45.6,5.71,1.43,0.36,1.07,3.21,46.43,94.6,4.9
Matteo Ahlinvi,BEN,MF,Nîmes,Ligue 1,21,20,10,899,10.0,0.0,0.0,0.2,0.0,0.2,0,0,0.2,0.2,0.16,0.03,0.19,0.16,0.19,0.04,0.04,1.1,0.6,31.8,1.6,79.2,12.3,14.8,4.7,-0.03,0.4,1.6,0.2,0.0,32.8,0.8,0.8,0.0,0.0,0.0,3.9,0.9,0.4,82.4,7.4,10.1,77.7,16.7,3.9,0.6,0.3,4.8,2.4,3.6,1.0,0.4,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.9,1.7,1.1,0.2,3.6,0.7,26.7,5.9,9.8,13.3,3.6,1.3,0.2,0.0,0.4,3.4,0.9,51.4,15.7,24.5,58.2,17.3,15.7,88.9,2.4,75.0,34.8,6.38,60.1,4.4,1.1,0.2,2.1,1.8,37.5,85.1,6.9
Jean-Eudes Aholou,CIV,MF,Strasbourg,Ligue 1,26,27,26,2146,23.8,0.38,0.0,0.08,0.08,0.17,0,0,0.08,0.17,0.1,0.05,0.15,0.08,0.13,-0.01,0.0,1.3,0.25,33.95,2.31,84.1,14.79,13.78,5.38,0.03,0.29,2.82,0.29,0.0,34.71,0.55,0.42,0.04,0.08,0.0,5.34,0.67,0.21,75.7,11.1,13.2,76.5,15.4,4.4,0.4,0.2,2.0,2.0,1.7,1.05,0.8,0.04,0.0,0.08,0.08,0.04,0.17,0.08,0.0,0.0,0.04,0.0,0.04,2.31,1.47,0.8,1.43,0.08,1.72,0.42,16.68,5.13,5.08,9.71,1.89,1.09,0.21,0.0,2.27,4.58,1.72,49.41,12.5,21.5,60.8,17.7,12.5,93.0,1.55,62.2,29.92,4.63,52.9,2.69,1.18,0.08,1.05,0.97,31.93,87.6,4.4
Jean-Eudes Aholou,CIV,MF,Monaco,Ligue 1,26,2,0,36,0.4,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.26,0.0,0.26,0.26,0.26,-0.25,-0.25,5.0,2.5,25.0,5.0,80.0,2.5,20.0,2.5,0.0,0.0,2.5,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,90.0,0.0,10.0,70.0,30.0,0.0,0.0,0.0,10.0,0.0,0.0,2.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,25.0,2.5,15.0,10.0,0.0,0.0,0.0,0.0,5.0,7.5,2.5,45.0,66.7,50.0,33.3,16.7,66.7,94.4,0.0,,15.0,4.5,44.4,2.5,0.0,0.0,2.5,0.0,30.0,83.3,20.0
Joseph Aidoo,GHA,DF,Celta Vigo,La Liga,24,25,14,1289,14.3,0.21,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.06,0.04,0.1,0.06,0.1,-0.06,-0.06,0.63,0.0,42.73,2.73,82.6,9.09,23.43,10.21,-0.04,0.14,2.52,0.14,0.0,42.66,1.19,1.12,0.0,0.07,0.14,6.64,0.63,0.07,74.0,9.4,16.6,15.9,74.5,5.6,0.6,0.8,2.9,1.6,1.9,0.7,0.49,0.0,0.07,0.14,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,1.96,1.19,1.54,0.35,0.07,1.47,0.77,11.96,3.85,7.62,4.27,0.07,1.4,0.28,0.0,1.12,3.08,7.76,59.93,55.0,59.5,38.2,2.3,55.0,93.2,0.42,83.3,33.01,6.07,52.8,2.31,0.21,0.07,0.28,0.35,32.45,99.1,0.2
Ola Aina,NGA,DF,Fulham,Premier League,23,31,31,2664,29.6,0.1,0.0,0.07,0.03,0.1,0,0,0.07,0.1,0.03,0.05,0.08,0.03,0.08,0.03,0.03,0.47,0.14,55.91,3.31,77.7,19.73,24.22,11.96,-0.01,0.47,3.31,0.51,0.3,48.24,9.56,1.11,0.0,8.45,0.0,4.09,1.28,1.42,58.9,15.8,25.4,17.1,62.4,4.9,0.2,0.1,1.4,2.5,2.6,0.88,0.74,0.07,0.0,0.0,0.03,0.03,0.14,0.14,0.0,0.0,0.0,0.0,0.0,1.59,0.84,0.91,0.47,0.2,1.39,0.57,8.82,2.2,4.83,3.24,0.74,1.59,0.27,0.0,1.79,3.38,4.09,72.5,5.9,36.7,46.8,16.5,5.9,82.3,1.15,61.8,39.16,5.21,55.2,3.85,1.18,0.17,0.68,0.51,43.55,95.4,2.0
Rayan Aït Nouri,FRA,DF,Angers,Ligue 1,19,3,2,187,2.1,0.0,0.0,0.0,0.48,0.48,0,0,0.0,0.48,0.04,0.17,0.21,0.04,0.21,-0.05,-0.05,0.48,0.0,67.14,5.71,91.3,43.81,20.48,2.86,0.29,1.9,0.48,1.9,1.43,61.43,9.52,0.0,0.0,9.52,0.0,5.24,0.95,1.9,77.9,10.1,12.1,78.5,5.4,1.3,0.0,0.0,0.0,0.7,0.7,3.85,2.86,0.0,0.95,0.0,0.0,0.0,0.96,0.48,0.0,0.48,0.0,0.0,0.0,1.43,0.95,0.48,0.95,0.0,1.9,0.95,15.71,5.24,9.05,4.76,1.9,1.9,0.48,0.0,0.48,1.9,0.0,89.52,10.4,20.7,53.7,25.5,10.4,81.4,4.76,80.0,63.33,4.04,68.3,9.05,2.86,0.48,1.9,1.9,65.24,93.4,5.5
Rayan Aït Nouri,FRA,DF,Wolves,Premier League,19,21,16,1404,15.6,0.06,0.0,0.06,0.06,0.13,0,0,0.06,0.13,0.04,0.06,0.1,0.04,0.1,0.03,0.03,1.03,0.38,48.01,2.95,83.7,22.82,20.0,5.19,0.0,0.83,1.92,0.9,0.32,41.73,8.59,0.45,0.45,7.69,0.0,5.0,0.77,1.92,65.7,20.9,13.4,72.5,8.5,2.5,0.3,0.1,0.6,1.3,4.2,1.92,1.22,0.19,0.45,0.0,0.06,0.0,0.13,0.06,0.0,0.06,0.0,0.0,0.0,1.99,1.03,1.03,0.83,0.13,1.67,0.77,15.45,4.62,8.4,4.74,2.31,1.73,0.0,0.0,0.96,2.95,2.5,67.37,9.0,25.1,44.2,30.6,9.0,81.2,3.91,60.7,41.73,4.8,65.4,6.28,1.99,0.9,1.41,1.35,42.69,92.0,5.1
Semi Ajayi,NGA,DF,West Brom,Premier League,26,33,31,2780,30.9,0.1,0.03,0.06,0.0,0.06,0,0,0.06,0.06,0.04,0.01,0.05,0.04,0.05,0.02,0.02,0.42,0.13,30.16,2.07,74.3,7.51,14.4,8.25,-0.01,0.16,2.17,0.13,0.0,28.71,1.94,0.36,0.0,1.59,0.03,3.88,0.94,0.19,60.4,11.7,27.9,5.1,76.9,7.5,0.3,0.7,3.0,3.1,1.3,0.45,0.36,0.0,0.06,0.03,0.0,0.0,0.1,0.06,0.0,0.0,0.03,0.0,0.0,1.88,1.36,1.42,0.39,0.06,1.17,0.58,11.04,4.3,7.18,3.3,0.55,1.97,1.13,0.1,1.33,3.2,4.79,43.33,44.4,52.8,41.2,6.0,44.4,91.1,0.58,66.7,19.74,5.46,52.9,0.94,0.32,0.0,0.36,0.42,22.36,90.7,1.0
Ludovic Ajorque,REU,FW,Strasbourg,Ligue 1,26,35,34,2967,33.0,0.15,0.0,0.49,0.12,0.61,5,4,0.36,0.49,0.5,0.11,0.61,0.39,0.5,-0.02,-0.02,2.03,0.91,25.52,1.82,71.1,13.79,8.79,2.94,0.01,1.03,1.45,0.67,0.21,25.82,1.67,0.0,0.0,0.21,0.06,8.91,1.33,1.0,49.4,29.1,21.5,53.1,19.0,9.8,2.2,0.1,3.0,2.3,4.6,2.06,1.45,0.0,0.03,0.33,0.24,0.0,0.24,0.12,0.0,0.03,0.03,0.06,0.0,1.0,0.48,0.09,0.61,0.3,0.88,0.09,12.0,2.91,0.94,5.64,5.42,0.52,0.21,0.0,0.36,1.36,1.42,40.06,31.0,9.9,48.6,41.5,31.0,91.3,0.82,51.9,19.85,4.12,49.1,2.15,0.64,0.52,2.79,1.09,49.03,58.7,26.8
Manuel Akanji,SUI,DF,Dortmund,Bundesliga,25,28,26,2350,26.1,0.15,0.0,0.08,0.0,0.08,0,0,0.08,0.08,0.07,0.0,0.07,0.07,0.07,0.01,0.01,0.73,0.15,79.12,4.9,92.9,23.87,40.92,14.33,-0.0,0.08,5.75,0.15,0.0,78.01,2.34,1.84,0.0,0.5,0.04,6.4,2.72,0.0,86.4,6.0,7.7,23.2,71.4,3.5,0.1,0.2,0.9,1.1,0.6,0.57,0.38,0.04,0.0,0.08,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,1.76,1.15,1.07,0.5,0.19,1.23,0.61,10.11,3.79,5.21,4.14,0.77,1.46,0.42,0.0,1.46,3.22,4.06,96.78,31.4,41.7,54.3,4.0,31.4,90.8,0.57,86.7,65.33,6.08,54.6,6.32,0.73,0.11,0.15,0.23,70.08,98.1,0.2
Carlos Akapo,EQG,DF,Cádiz,La Liga,27,13,10,865,9.6,0.31,0.1,0.1,0.0,0.1,0,0,0.1,0.1,0.04,0.03,0.07,0.04,0.07,0.06,0.06,0.21,0.1,35.1,1.35,66.8,11.98,15.42,7.71,-0.03,0.21,1.04,0.52,0.31,24.9,11.46,0.94,0.0,10.52,0.0,5.1,0.83,1.67,40.7,28.1,31.2,5.2,55.6,7.2,0.3,0.6,4.0,3.7,2.9,0.52,0.42,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,1.35,2.29,0.62,0.0,2.6,1.56,11.46,3.23,7.19,3.75,0.52,3.12,0.42,0.0,1.35,4.27,4.17,50.42,4.1,41.7,43.0,15.3,4.1,73.1,1.25,83.3,16.98,6.87,51.3,2.92,0.73,0.1,0.52,0.52,17.29,92.8,5.2
Marley Aké,FRA,FW,Marseille,Ligue 1,19,9,0,146,1.6,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.67,0.0,0.67,0.67,0.67,-0.69,-0.69,2.47,0.0,20.62,1.25,80.0,11.88,5.62,3.12,0.0,0.0,1.25,0.0,0.0,20.62,1.25,0.0,0.0,0.0,0.0,6.88,0.0,0.62,60.0,17.1,22.9,8.6,68.6,8.6,2.9,2.9,5.7,5.7,2.9,0.62,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88,0.0,1.25,0.0,0.62,0.0,0.0,18.12,1.25,2.5,5.62,10.0,1.25,0.0,0.0,0.62,2.5,1.88,41.25,27.6,15.2,40.9,43.9,27.6,95.5,4.38,57.1,25.62,5.05,57.5,3.75,0.0,1.25,1.88,5.0,62.5,47.0,31.9
Nathan Aké,NED,DF,Manchester City,Premier League,25,10,9,797,8.9,0.45,0.0,0.11,0.0,0.11,0,0,0.11,0.11,0.01,0.0,0.02,0.01,0.02,0.1,0.1,0.34,0.11,83.6,4.04,93.0,33.6,41.8,8.2,0.0,0.11,6.74,0.22,0.0,82.02,2.81,1.46,0.0,1.24,0.0,4.94,1.12,0.0,87.3,4.2,8.5,77.2,15.4,2.8,0.4,0.0,0.4,0.9,0.9,0.34,0.22,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.67,0.79,0.67,0.22,0.56,0.45,8.2,2.81,3.93,3.37,0.9,0.67,0.22,0.0,0.67,2.36,2.92,99.78,6.0,25.0,65.7,9.3,6.0,89.6,0.0,,68.2,4.96,61.4,7.87,3.03,0.0,0.34,0.22,75.39,97.8,0.3
Paul Akouokou,CIV,MF,Betis,La Liga,22,10,4,378,4.2,1.19,0.24,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,0.0,0.0,0.0,0.0,42.38,1.43,91.8,15.24,20.48,6.67,-0.1,0.48,3.33,0.24,0.24,43.33,0.24,0.24,0.0,0.0,0.0,4.76,0.71,0.48,82.0,8.7,9.3,11.5,82.5,2.7,0.5,0.0,0.5,1.6,0.0,1.19,0.95,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,1.9,0.71,2.14,0.0,1.19,0.48,17.86,4.76,4.29,12.38,1.19,1.43,0.24,0.0,1.43,4.29,1.9,54.76,0.0,24.3,65.7,10.0,0.0,93.5,0.95,75.0,34.76,5.56,43.2,2.38,0.24,0.0,0.24,0.95,36.19,94.7,1.4
Jean-Daniel Akpa-Akpro,CIV,MF,Lazio,Serie A,27,32,6,1056,11.7,0.77,0.0,0.0,0.09,0.09,0,0,0.0,0.09,0.08,0.08,0.16,0.08,0.16,-0.08,-0.08,1.02,0.09,28.46,2.39,81.4,14.96,10.6,2.91,0.01,1.03,1.45,0.68,0.0,28.72,1.54,0.34,0.0,1.03,0.17,4.7,0.51,0.09,72.0,17.8,10.2,16.7,74.3,3.4,0.8,0.3,2.5,2.5,4.0,1.62,1.2,0.0,0.09,0.0,0.09,0.26,0.09,0.09,0.0,0.0,0.0,0.0,0.0,3.93,2.39,1.28,2.22,0.43,2.31,0.77,30.26,9.49,9.15,15.21,5.9,2.82,0.51,0.0,1.54,5.47,1.2,47.52,16.8,21.9,52.3,25.7,16.8,89.9,2.22,73.1,28.38,4.86,43.1,2.39,0.85,0.26,1.45,1.54,31.11,78.6,13.6
Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,25,16,14,1184,13.2,0.08,0.0,0.08,0.0,0.08,0,0,0.08,0.08,0.0,0.03,0.03,0.0,0.03,0.07,0.07,0.15,0.15,54.39,3.48,82.2,16.14,26.44,11.82,-0.03,0.15,2.5,0.15,0.0,51.21,4.62,2.2,0.15,2.27,0.0,6.14,0.98,0.53,75.8,7.5,16.7,13.3,77.9,3.4,0.0,0.1,3.1,0.8,1.4,0.38,0.3,0.08,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,1.82,0.91,1.14,0.61,0.08,0.98,0.68,13.48,4.85,6.06,6.29,1.14,2.95,1.21,0.15,0.76,2.58,3.33,70.3,16.1,42.9,51.1,6.0,16.1,87.8,0.83,63.6,43.86,5.06,54.8,3.03,0.61,0.15,0.61,0.23,45.61,97.0,1.2
David Alaba,AUT,"DF,MF",Bayern Munich,Bundesliga,28,32,30,2675,29.7,0.13,0.0,0.07,0.13,0.2,0,0,0.07,0.2,0.04,0.08,0.12,0.04,0.12,0.02,0.02,0.71,0.2,74.14,6.36,85.1,23.06,36.94,14.14,0.06,0.84,7.81,1.25,0.13,72.66,3.13,1.68,0.03,1.35,0.17,6.57,1.52,0.98,76.4,8.0,15.6,83.0,11.6,3.0,0.1,0.5,1.2,1.6,1.6,1.65,1.48,0.03,0.0,0.1,0.0,0.03,0.2,0.17,0.03,0.0,0.0,0.0,0.0,1.38,1.01,0.44,0.84,0.1,1.25,0.4,11.65,4.41,4.04,5.93,1.68,1.58,0.51,0.0,1.21,2.59,3.16,91.21,8.6,33.5,54.1,12.4,8.6,89.4,0.54,87.5,61.08,6.43,50.7,6.67,1.18,0.2,0.74,0.44,65.19,96.0,2.6
Sofiane Alakouch,MAR,DF,Nîmes,Ligue 1,22,22,17,1505,16.7,0.24,0.0,0.0,0.12,0.12,0,0,0.0,0.12,0.01,0.07,0.08,0.01,0.08,-0.01,-0.01,0.3,0.0,51.98,3.89,79.6,22.87,21.5,7.6,0.05,0.3,3.71,0.66,0.06,42.69,11.92,1.08,0.0,10.78,0.0,4.49,1.14,0.9,58.0,26.1,15.9,6.6,70.5,2.3,0.2,0.3,2.1,3.3,3.2,0.96,0.72,0.06,0.06,0.0,0.12,0.0,0.18,0.12,0.0,0.0,0.0,0.06,0.0,3.71,1.92,2.16,0.9,0.66,2.81,1.86,15.69,5.21,8.98,4.37,2.34,2.1,0.12,0.0,2.04,5.75,2.75,71.2,5.6,31.5,47.6,20.9,5.6,79.7,2.04,64.7,39.34,4.21,62.0,4.01,1.26,0.24,0.78,1.26,40.12,92.5,3.9
Jony Álamo,ESP,MF,Elche,La Liga,18,1,1,73,0.8,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,0.0,0.0,1.23,0.0,17.5,0.0,87.5,3.75,11.25,2.5,0.0,0.0,1.25,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,93.8,6.2,0.0,12.5,87.5,0.0,0.0,0.0,6.2,0.0,0.0,1.23,1.25,0.0,0.0,0.0,0.0,0.0,1.23,1.25,0.0,0.0,0.0,0.0,0.0,1.25,1.25,0.0,1.25,0.0,2.5,0.0,11.25,5.0,3.75,6.25,1.25,1.25,0.0,0.0,0.0,1.25,1.25,32.5,33.3,46.2,42.3,11.5,33.3,96.2,1.25,100.0,23.75,5.11,36.1,1.25,0.0,0.0,0.0,2.5,16.25,100.0,7.7
Lucas Alario,ARG,FW,Leverkusen,Bundesliga,27,25,12,1245,13.8,0.14,0.0,0.8,0.14,0.94,2,2,0.65,0.8,0.47,0.05,0.52,0.36,0.41,0.33,0.29,2.67,1.3,20.94,0.72,75.9,12.83,6.67,1.45,0.09,0.87,0.87,0.29,0.0,21.67,1.16,0.07,0.0,0.0,0.0,6.01,0.07,0.0,63.2,23.2,13.7,11.7,70.2,7.0,4.4,0.0,0.3,2.9,3.8,1.95,1.52,0.0,0.14,0.07,0.22,0.0,0.22,0.14,0.0,0.0,0.07,0.0,0.0,0.58,0.43,0.22,0.22,0.14,0.29,0.07,11.01,3.62,0.36,3.33,7.32,0.65,0.14,0.0,0.22,0.8,0.65,35.72,32.2,7.9,42.4,49.7,32.2,91.7,1.88,76.9,22.83,3.37,29.4,0.94,0.43,0.29,2.97,1.52,47.25,56.0,39.5
Jordi Alba,ESP,DF,Barcelona,La Liga,31,35,34,3025,33.6,0.27,0.0,0.09,0.15,0.24,0,0,0.09,0.24,0.07,0.22,0.29,0.07,0.29,0.02,0.02,0.8,0.33,84.11,6.28,85.5,44.88,31.28,7.95,-0.07,1.52,3.72,2.47,0.57,79.23,8.07,0.89,0.09,7.08,0.21,5.98,1.25,3.36,74.4,15.9,9.7,78.3,12.2,1.1,0.2,0.2,0.8,1.9,3.3,2.56,2.47,0.03,0.03,0.0,0.0,0.03,0.27,0.27,0.0,0.0,0.0,0.0,0.0,1.46,0.71,0.74,0.48,0.24,1.9,0.77,10.3,2.89,3.69,4.64,1.96,1.9,0.12,0.0,1.28,2.74,1.37,100.3,9.0,20.4,38.9,40.7,9.0,87.4,1.1,45.9,64.4,3.59,52.5,5.03,1.34,0.48,0.65,0.42,77.41,93.0,8.0
Luis Alberto,ESP,MF,Lazio,Serie A,27,34,33,2618,29.1,0.17,0.0,0.31,0.07,0.38,0,0,0.31,0.38,0.19,0.28,0.47,0.18,0.46,0.12,0.13,2.37,1.0,64.26,9.97,78.3,25.02,25.46,13.78,-0.21,2.82,9.0,3.09,0.31,57.8,8.9,2.47,4.02,0.72,0.52,10.82,2.37,1.27,71.7,11.1,17.3,4.8,92.0,1.2,0.5,0.8,1.0,2.6,2.3,4.95,3.78,0.82,0.14,0.1,0.07,0.03,0.17,0.14,0.0,0.03,0.0,0.0,0.0,1.48,1.1,0.58,0.62,0.27,2.27,0.48,18.45,5.33,4.5,9.45,4.5,1.31,0.07,0.0,0.72,2.2,0.41,87.42,7.2,13.2,50.2,36.6,7.2,79.2,2.85,60.2,55.7,6.71,69.1,11.13,4.85,0.58,1.48,1.75,62.61,89.3,7.8
Raúl Albiol,ESP,DF,Villarreal,La Liga,34,35,35,3115,34.6,0.2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,-0.02,-0.02,0.23,0.03,57.37,3.21,89.4,12.02,29.34,16.01,-0.03,0.12,2.83,0.14,0.0,56.04,1.97,1.82,0.0,0.12,0.0,5.35,1.94,0.09,79.1,7.0,13.9,14.6,79.8,3.6,0.0,0.1,1.5,0.7,0.9,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.84,0.61,0.64,0.2,0.0,0.69,0.35,5.78,2.28,3.09,2.46,0.23,1.36,0.69,0.03,0.66,1.5,4.91,72.28,22.6,52.8,45.1,2.1,22.6,89.2,0.26,55.6,44.02,7.29,63.1,3.7,0.46,0.0,0.17,0.09,47.63,99.0,0.3
Marc Albrighton,ENG,"DF,FW",Leicester City,Premier League,30,31,17,1746,19.4,0.1,0.0,0.05,0.26,0.31,0,0,0.05,0.31,0.07,0.23,0.29,0.07,0.29,-0.02,-0.02,1.08,0.46,43.56,4.48,68.8,19.74,13.56,10.26,0.03,2.01,2.63,2.16,0.82,42.47,5.1,0.52,1.6,2.99,0.31,7.78,1.7,3.76,56.7,20.5,22.9,7.4,81.8,2.7,0.7,0.7,1.7,3.3,7.8,3.66,2.73,0.26,0.21,0.05,0.1,0.31,0.57,0.36,0.1,0.0,0.05,0.0,0.05,2.22,1.6,0.82,0.93,0.46,2.84,1.03,17.53,6.65,5.72,7.42,4.38,1.65,0.1,0.05,1.44,3.66,1.34,62.68,8.7,20.1,38.5,41.4,8.7,86.1,3.09,50.0,38.92,4.96,49.3,4.54,1.24,0.41,1.13,2.01,47.11,78.7,9.9
Paco Alcácer,ESP,FW,Villarreal,La Liga,26,27,19,1544,17.2,0.0,0.0,0.35,0.23,0.58,2,1,0.29,0.52,0.48,0.19,0.67,0.39,0.58,-0.13,-0.1,2.1,1.05,14.19,0.52,73.5,9.36,3.43,1.4,0.05,0.99,0.29,0.41,0.06,13.9,2.09,0.0,0.0,0.06,0.35,2.33,0.35,0.35,62.2,24.4,13.5,13.1,74.5,6.9,1.8,1.1,1.5,4.7,3.6,1.63,1.22,0.06,0.12,0.17,0.06,0.0,0.52,0.35,0.0,0.06,0.12,0.0,0.0,0.29,0.23,0.06,0.12,0.12,0.52,0.06,9.71,2.67,0.47,4.42,4.83,0.64,0.0,0.0,0.41,0.7,0.29,23.78,44.3,8.1,47.2,44.7,44.3,87.0,0.58,70.0,12.91,3.59,44.6,1.45,0.35,0.52,1.51,0.87,34.59,46.1,38.7
Pedro Alcalá,ESP,DF,Cádiz,La Liga,31,13,8,909,10.1,0.2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,-0.01,-0.01,0.2,0.0,26.04,1.09,75.6,3.66,10.99,11.39,0.0,0.0,1.39,0.0,0.0,25.15,1.58,1.58,0.0,0.0,0.0,2.67,2.38,0.0,59.3,7.0,33.7,3.7,84.8,8.1,0.7,0.7,2.2,1.1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.69,0.59,0.2,0.0,0.89,0.5,6.53,1.58,4.46,1.88,0.2,2.67,1.19,0.1,2.18,2.97,6.24,41.39,100.0,58.1,41.1,0.7,100.0,89.2,0.0,,16.14,6.19,55.0,0.69,0.0,0.0,0.0,0.0,19.9,94.0,0.0
